,date,UID,iso2,iso3,code3,Province/State,Country/Region,Lat,Long,Combined_Key,Population,cases,deaths,recovered
152248,2021-06-29,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,152056,2138,128312
152538,2021-06-30,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,154948,2199,131792
152828,2021-07-01,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,157832,2271,134419
153118,2021-07-02,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,160613,2341,137819
153408,2021-07-03,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,162487,2397,140880
153698,2021-07-04,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,164282,2443,143128
153988,2021-07-05,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,165513,2492,145908
154278,2021-07-06,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,167132,2559,147751
154568,2021-07-07,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,169003,2618,149421
154858,2021-07-08,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,170456,2672,152103
155148,2021-07-09,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,172405,2736,154776
155438,2021-07-10,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,174789,2775,157489
155728,2021-07-11,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,175729,2822,160215
156018,2021-07-12,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,176742,2867,162239
156308,2021-07-13,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,178748,2904,163681
156598,2021-07-14,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,180549,2949,164924
156888,2021-07-15,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,182129,2991,166388
157178,2021-07-16,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,183344,3022,168052
157468,2021-07-17,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,184672,3052,169320
157758,2021-07-18,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,185649,3084,171699
158048,2021-07-19,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,186279,3113,173320
158338,2021-07-20,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,187602,3138,174728
158628,2021-07-21,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,188573,3162,175429
158918,2021-07-22,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,189731,3196,177419
159208,2021-07-23,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,190615,3221,179171
159498,2021-07-24,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,191527,3250,180535
159788,2021-07-25,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,192071,3272,181638
160078,2021-07-26,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,192316,3295,182665
160368,2021-07-27,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,192956,3316,183534
160658,2021-07-28,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,193432,3338,183957
160948,2021-07-29,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,194140,3355,185210
161238,2021-07-30,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,195096,3376,186211
161528,2021-07-31,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,195816,3389,187236
161818,2021-08-01,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,196293,3406,188106
162108,2021-08-02,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,196490,3412,188950
162398,2021-08-03,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,197123,3422,189341
162688,2021-08-04,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,197791,3430,189658
162978,2021-08-05,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,198455,3447,0
163268,2021-08-06,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,199135,3459,0
163558,2021-08-07,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,199662,3474,0
163848,2021-08-08,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,200049,3484,0
164138,2021-08-09,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,200201,3491,0
164428,2021-08-10,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,200830,3499,0
164718,2021-08-11,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,201342,3509,0
165008,2021-08-12,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,201770,3512,0
165298,2021-08-13,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,201867,3515,0
165588,2021-08-14,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,202078,3521,0
165878,2021-08-15,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,202261,3529,0
166168,2021-08-16,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,202429,3538,0
166458,2021-08-17,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,202787,3550,0
166748,2021-08-18,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,203169,3556,0
167038,2021-08-19,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,203553,3564,0
167328,2021-08-20,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,203978,3569,0
167618,2021-08-21,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,204337,3573,0
167908,2021-08-22,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,204549,3574,0
168198,2021-08-23,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,204651,3578,0
168488,2021-08-24,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,204977,3583,0
168778,2021-08-25,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,205107,3586,0
169068,2021-08-26,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,205315,3587,0
169358,2021-08-27,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,205704,3587,0
169648,2021-08-28,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,205893,3591,0
169938,2021-08-29,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,206051,3596,0
170228,2021-08-30,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,206145,3599,0
170518,2021-08-31,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,206327,3602,0
170808,2021-09-01,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,206522,3605,0
171098,2021-09-02,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,206705,3608,0
171388,2021-09-03,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,206884,3611,0
171678,2021-09-04,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,207028,3614,0
171968,2021-09-05,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,207114,3616,0
172258,2021-09-06,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,207167,3617,0
172548,2021-09-07,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,207294,3620,0
172838,2021-09-08,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,207442,3622,0
173128,2021-09-09,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,207560,3623,0
173418,2021-09-10,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,207696,3626,0
173708,2021-09-11,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,207836,3629,0
173998,2021-09-12,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,207938,3631,0
174288,2021-09-13,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,207960,3633,0
174578,2021-09-14,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,208049,3635,0
174868,2021-09-15,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,208161,3636,0
175158,2021-09-16,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,208267,3636,0
175448,2021-09-17,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,208353,3637,0
175738,2021-09-18,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,208422,3638,0
176028,2021-09-19,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,208469,3638,0
176318,2021-09-20,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,208502,3639,0
176608,2021-09-21,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,208599,3639,0
176898,2021-09-22,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,208676,3639,0
177188,2021-09-23,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,208715,3641,0
177478,2021-09-24,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,208778,3642,0
177768,2021-09-25,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,208829,3645,0
178058,2021-09-26,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,208857,3646,0
178348,2021-09-27,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,208867,3647,0
178638,2021-09-28,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,208912,3647,0
178928,2021-09-29,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209002,3648,0
179218,2021-09-30,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209046,3648,0
179508,2021-10-01,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209114,3649,0
179798,2021-10-02,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209142,3649,0
180088,2021-10-03,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209163,3649,0
180378,2021-10-04,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209172,3649,0
180668,2021-10-05,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209199,3650,0
180958,2021-10-06,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209248,3652,0
181248,2021-10-07,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209283,3653,0
181538,2021-10-08,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209315,3653,0
181828,2021-10-09,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209336,3653,0
182118,2021-10-10,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209347,3654,0
182408,2021-10-11,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209353,3654,0
182698,2021-10-12,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209396,3654,0
182988,2021-10-13,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209411,3657,0
183278,2021-10-14,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209431,3657,0
183568,2021-10-15,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209477,3657,0
183858,2021-10-16,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209505,3658,0
184148,2021-10-17,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209521,3658,0
184438,2021-10-18,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209536,3658,0
184728,2021-10-19,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209549,3658,0
185018,2021-10-20,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209571,3658,0
185308,2021-10-21,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209589,3658,0
185598,2021-10-22,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209610,3658,0
185888,2021-10-23,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209629,3659,0
186178,2021-10-24,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209634,3659,0
186468,2021-10-25,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209639,3659,0
186758,2021-10-26,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209648,3660,0
187048,2021-10-27,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209657,3660,0
187338,2021-10-28,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209672,3660,0
187628,2021-10-29,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209702,3660,0
187918,2021-10-30,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209722,3661,0
188208,2021-10-31,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209734,3661,0
188498,2021-11-01,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209739,3661,0
188788,2021-11-02,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209760,3661,0
189078,2021-11-03,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209781,3661,0
189368,2021-11-04,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209815,3662,0
189658,2021-11-05,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209852,3662,0
189948,2021-11-06,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209869,3663,0
190238,2021-11-07,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209902,3664,0
190528,2021-11-08,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209908,3664,0
190818,2021-11-09,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209918,3664,0
191108,2021-11-10,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209939,3664,0
191398,2021-11-11,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209953,3664,0
191688,2021-11-12,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209963,3664,0
191978,2021-11-13,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209971,3664,0
192268,2021-11-14,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209983,3666,0
192558,2021-11-15,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,209996,3666,0
192848,2021-11-16,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210008,3666,0
193138,2021-11-17,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210020,3666,0
193428,2021-11-18,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210036,3666,0
193718,2021-11-19,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210043,3667,0
194008,2021-11-20,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210057,3667,0
194298,2021-11-21,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210070,3667,0
194588,2021-11-22,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210073,3667,0
194878,2021-11-23,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210090,3667,0
195168,2021-11-24,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210099,3667,0
195458,2021-11-25,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210112,3667,0
195748,2021-11-26,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210118,3667,0
196038,2021-11-27,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210138,3667,0
196328,2021-11-28,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210143,3667,0
196618,2021-11-29,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210150,3667,0
196908,2021-11-30,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210169,3667,0
197198,2021-12-01,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210195,3667,0
197488,2021-12-02,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210220,3667,0
197778,2021-12-03,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210262,3667,0
198068,2021-12-04,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210294,3667,0
198358,2021-12-05,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210312,3667,0
198648,2021-12-06,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210327,3668,0
198938,2021-12-07,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210374,3668,0
199228,2021-12-08,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210436,3668,0
199518,2021-12-09,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210562,3668,0
199808,2021-12-10,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210724,3668,0
200098,2021-12-11,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,210959,3669,0
200388,2021-12-12,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,211077,3670,0
200678,2021-12-13,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,211234,3670,0
200968,2021-12-14,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,211705,3671,0
201258,2021-12-15,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,212278,3671,0
201548,2021-12-16,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,213139,3673,0
201838,2021-12-17,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,214433,3674,0
202128,2021-12-18,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,215472,3678,0
202418,2021-12-19,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,216508,3679,0
202708,2021-12-20,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,217117,3684,0
202998,2021-12-21,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,219023,3685,0
203288,2021-12-22,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,221880,3685,0
203578,2021-12-23,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,225260,3688,0
203868,2021-12-24,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,228932,3691,0
204158,2021-12-25,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,231581,3697,0
204448,2021-12-26,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,233120,3702,0
204738,2021-12-27,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,234476,3709,0
205028,2021-12-28,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,238383,3716,0
205318,2021-12-29,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,243638,3726,0
205608,2021-12-30,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,249193,3730,0
205898,2021-12-31,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,254274,3734,0
206188,2022-01-01,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,257948,3740,0
206478,2022-01-02,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,259677,3743,0
206768,2022-01-03,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,261221,3753,0
207058,2022-01-04,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,265479,3762,0
207348,2022-01-05,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,269991,3772,0
207638,2022-01-06,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,274087,3782,0
207928,2022-01-07,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,278276,3790,0
208218,2022-01-08,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,281576,3798,0
208508,2022-01-09,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,282904,3812,0
208798,2022-01-10,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,284389,3817,0
209088,2022-01-11,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,287110,3825,0
209378,2022-01-12,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,289415,3830,0
209668,2022-01-13,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,291582,3834,0
209958,2022-01-14,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,293695,3844,0
210248,2022-01-15,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,295028,3852,0
210538,2022-01-16,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,296132,3860,0
210828,2022-01-17,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,296817,3866,0
211118,2022-01-18,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,298032,3873,0
211408,2022-01-19,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,299172,3877,0
211698,2022-01-20,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,299971,3879,0
211988,2022-01-21,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,300587,3885,0
212278,2022-01-22,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,301203,3890,0
212568,2022-01-23,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,301630,3895,0
212858,2022-01-24,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,301924,3900,0
213148,2022-01-25,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,302569,3905,0
213438,2022-01-26,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,303266,3906,0
213728,2022-01-27,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,304002,3907,0
214018,2022-01-28,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,304353,3910,0
214308,2022-01-29,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,304656,3914,0
214598,2022-01-30,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,304922,3915,0
214888,2022-01-31,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,305047,3917,0
215178,2022-02-01,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,305557,3920,0
215468,2022-02-02,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,305959,3921,0
215758,2022-02-03,894.0,ZM,ZMB,894.0,,Zambia,-13.133897,27.849332,Zambia,18383956.0,306347,3925,0
